,Unnamed: 0,ClubID,ClubName,Address,EventID,EventName,Date,LineUp,Location
803,4.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",182796.0,Maetrik, 04 September 2010 ,"['Gianni', 'Maetrik', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
804,5.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",177539.0,Digital Club W / Matt Tolfrey, 21 August 2010 ,"['Gianni Callipari', 'Matt Tolfrey', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
805,6.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",177538.0,Digital Club W / Cesare vs Disorder, 07 August 2010 ,"['Gianni Callipari', 'Cesare vs Disorder', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
806,7.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",177536.0,Digital Club W / Gregorythme Digitaline, 31 July 2010 ,"['Gianni Callipari', 'Tuncay Celik', 'Gregorythme ']","(47.5402745, 7.613849999999999)"
807,8.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",171858.0,Gregrythme, 31 July 2010 ,"['friends', 'Gregrythme', 'Digitaline ', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
808,9.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",177533.0,Digital Club, 24 July 2010 ,"['Markus Lindner', 'Gianni Callipari', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
809,10.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",171855.0,Digital Club with martin Eyerer, 10 July 2010 ,"['Tba', 'Tuncay Celik', 'Martin Eyerer']","(47.5402745, 7.613849999999999)"
810,11.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",171854.0,Digital Club with P. Chardronnet, 19 June 2010 ,"['Tuncay Celik', 'Patrick Chardronnet', 'and many more..']","(47.5402745, 7.613849999999999)"
811,12.0,30300.0, Digital Club,"Auf dem Wolf 4; 4057, Basel",167055.0,Opening W / Sweetncandy, 12 June 2010 ,"['Gianni', 'SweetnCandy', 'Tuncay Celik']","(47.5402745, 7.613849999999999)"
812,0.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",594110.0,Gramatik Live, 01 May 2014 ,"['Gramatik', 'Russ Liquid', 'Gibbz']","(46.2039678, 6.135890399999999)"
813,1.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",518686.0,Pantha du Prince, 28 September 2013 ,"['mimetic', ' Pantha Du Prince']","(46.2039678, 6.135890399999999)"
814,2.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",478153.0,La Coulou est a Vous, 04 May 2013 ,['Jeff Swing - Dan Lagardere - Ken Wan - Little - Big T ...'],"(46.2039678, 6.135890399999999)"
815,3.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",376384.0,Rockin' Beach Party, 17 August 2012 ,"['', 'El Jesus & AC/DJ (dj set ""from Elvis to Lemmy)', ""The Sons of the Desert (dj set / rockin'wax"", ' surf and exotica', ""Tri-Deuces (instrumental surf/rock'n'roll)"", 'Money B (one man blues band from hell)']","(46.2039678, 6.135890399999999)"
816,4.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",376034.0,Fête de la Musique, 24 June 2012 ,"['', '17h00 à 17h45 : The Savonnettes (Surf Musique)', '19h00 à 19h45 : Ca Va Chier (Rock)', '16h00 à 16h45 : Hollyhock (Rock)', '18h00 à 18h45 : The Chikitas (Rock Punk)', '14h00 à 14h45 : Floyd Beaumont & The Arkadelphians (Blues Musique Acoustique)', '20h00 à 20h45 : Vuyvr (Métal)', 'La soirée aura lieu au parc des Bastions', '15h00 à 15h45 : Max der Zinger (Folk Rock)', 'Programme : ', ' 1204 Genève']","(46.2039678, 6.135890399999999)"
817,5.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",376033.0,Fête de la Musique, 23 June 2012 ,"['', '23h00 à 23h45 : SolarFlar VS Rocrar (Rock Doom - Ambient)', '18h00 à 18h45 : Colossus Fall (Rock Métal)', '17h00 à 17h45 : Voice Of Ruin (Métal - Métalcore)', '22h00 à 22h45 : Elizabeth (Hardcore Punk)', '20h00 à 20h45 : Mumakil (Jazz Manouche)', '00h00 à 00h45 : The Atomic Bitchwax (Stoner Rock)', '14h00 à 14h45 : Danila (Rock - Punk Rock)', '19h00 à 19h45 : Wardhill (Stoner)', 'La soirée aura lieu au parc des Bastions', 'Programme : ', ""21h00 à 21h45 : Kess'Khtak (Métal)"", '16h00 à 16h45 : M. Fallan (Indi Pop - Cathartic Rock)', ' 1204 Genève', '15h00 à 15h45 : Six Months Of Sun (Stoner)']","(46.2039678, 6.135890399999999)"
818,6.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",376029.0,Fête de la Musique, 22 June 2012 ,"['', ""23h00 à 23h45 : Faute de Frappe (punk'n'oi)"", ""20h00 à 20h45 : Gaz (porn'oi)"", '22h00 à 22h45 : Promethee (Métal)', '00h00 à 00h45 : Bak XIII (Electro Rock)', 'La soirée aura lieu au parc des Bastions', '21h00 à 21h45 : Incrüst (Reggae Crust / Métal Hardcore)', 'Programme : ', ' 1204 Genève']","(46.2039678, 6.135890399999999)"
819,7.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",368049.0,Afrobeat Night, 26 May 2012 ,"['', 'WITH:', 'SWEET D-BROTHERHOOD(ch)afrobeat/funk', 'AFROBEAT NIGHT', 'OGOUN FERRAILLE(ch)afrobeat/funk', 'RAS MALI(tombouctou/ch)afro beat & jazz/soukouss/coupé-décalé']","(46.2039678, 6.135890399999999)"
820,8.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",368036.0,Drum and Bass in Your Face Vol2, 16 May 2012 ,"['', ""Nous mettre feu à Usine. On reprend la vieille équipe et on rajoute du poivre et du piment dans la vodka. Paf ! Soirée bien corsée en perspective pour les fans de drum'n'bass avec le rebelle pirate DJ Das"", ' comme cerise sur le pâté', 'JOHNNY B(uk)drum&grass', 'WITH:', ' et pour cette édition', ""DSER(ch)drum&jointd'culass"", ' DJ Jonny B.', ' le cerf de la jungle DJ Dser', ' le coté obscur de DJ Kenhobiz', 'KENHOBIZ(ch)drum&painpaillass', ' une spécialité venant directement de Londres', 'DAS(ch)drum&chouflabonass']","(46.2039678, 6.135890399999999)"
821,9.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",351368.0,Puppetmastaz, 22 April 2012 ,"[' leur nouvel album « Revolve and Step up » sortira le 26 mars prochain ! De quoi faire remuer vos corps de grosses marionnettes!', ' imaginez un mix entre le Muppet Show et le Wu-Tang Clan. Le seul « groupe de jouets » sur Terre', ' plus juste pour toutes les marionnettes et créatures. Malheureusement', ' Les Puppetmastaz', '', ' enregistrent leur premier album « Creature funk » en 2003. Alors que leur second « Creature Shock Radio » obtient un franc succès et les élève à un niveau supérieur', 'Prélocations sur à Sounds Records (8 avenue du Mail – Genève) et à Disc-à-Brace (2 rue de l’Ale – Lausanne).', 'Pour celles et ceux qui débarquent', ' ils construisent alors un vaisseau spatial et partent dans le cosmos à la recherche de signes nouveaux et de valeurs à transmettre à l’humanité. Après un long périple riche en aventures', ' rien ne change et les Puppetmastaz tombent en dépression. Avec l’aide de leur psychanalyste Ziggy Scandalous et l’appui financier de Sneakerboots', ' après plusieurs apparitions télévisuelles', ' ils tentent de bâtir un nouvel ordre mondial', ' débarque à PTR ! Formé en 1996']","(46.2039678, 6.135890399999999)"
822,10.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",355034.0,"Izia, The Chase", 20 April 2012 ,['Izia + The Chase'],"(46.2039678, 6.135890399999999)"
823,11.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",355032.0,Demented are go The Frogs, 19 April 2012 ,['Demented Are Go'],"(46.2039678, 6.135890399999999)"
824,12.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",348098.0,Imposture, 13 April 2012 ,"['Rebolledo', 'Nôze', 'Les Round Table Knights', 'Zombie Disco Squad']","(46.2039678, 6.135890399999999)"
825,13.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",348096.0,Imposture, 23 March 2012 ,"['Bobmo', 'Mixhell']","(46.2039678, 6.135890399999999)"
826,14.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",330588.0,Soirée Imposture, 27 January 2012 ,"['Les petits pilous(FR)', 'Missill(FR)', 'Sebastian(FR)']","(46.2039678, 6.135890399999999)"
827,15.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",278727.0,Electrosexy Vi, 06 August 2011 ,"['', 'EMMA MYLAN / FIREDOLL (Paris)', 'Garance & diSoul (GE)', 'HERR LIEBE & LEATHERETTE (GE)', 'ABSÜRDA (GE)', 'Visuels et performances :', ' Das Drehmoment', 'KALEID feat. Electrosexual & DORIAN E. (Beatycase', ""Concert et dj's :"", ' Rock Machine / Berlin)', 'SWIT HONEY (CH)']","(46.2039678, 6.135890399999999)"
828,16.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",236612.0,"Feadz, Boy 8 Bit, Bauchamp", 18 March 2011 ,"[' Schnautzi', ' Bauchamp', ' Boy 8 Bit', 'Feadz']","(46.2039678, 6.135890399999999)"
829,17.0,30386.0, PTR-Usine,"Place des Volontaires 4; 5281, Geneva",167517.0,Le Peuple De L'Herbe Live, 16 February 2010 ,"[""Le Peuple de l'Herbe (FR)"", 'Dj PorCus (CH)']","(46.2039678, 6.135890399999999)"
830,0.0,30478.0, Garden Club,"Archstr. 8, 8401 Winterthur",225259.0,Thomas Schumacher 8 Years Get Physical Tour At Toxic, 05 March 2011 ,['Thomas Schumacher'],"(47.4989607, 8.7232871)"
831,1.0,30478.0, Garden Club,"Archstr. 8, 8401 Winterthur",221621.0,Klanggarten - Boris Brejcha Live, 05 February 2011 ,"['Boris Brejcha', 'Vanita', 'Cris P', 'AK-N & Ditek', 'Dave Pasquale', 'Klanggärtner', 'Paulo Polizzi', 'Ezikiel']","(47.4989607, 8.7232871)"
832,2.0,30478.0, Garden Club,"Archstr. 8, 8401 Winterthur",201847.0,Toxic, 30 October 2010 ,"['Horatio', 'Sean Amini', 'Javi Pena', 'AK-N & Ditek', '...', 'Edu Imbernon']","(47.4989607, 8.7232871)"
833,3.0,30478.0, Garden Club,"Archstr. 8, 8401 Winterthur",168028.0,Toxic with Gaiser - Live, 29 May 2010 ,"['Gaiser  (live)', 'Sean Amini', 'Stefano', 'AK-N and Ditek', 'Ertu Denil', 'Padrino', 'Angy Dee', 'DJ Vany and more']","(47.4989607, 8.7232871)"
834,4.0,30478.0, Garden Club,"Archstr. 8, 8401 Winterthur",427105.0,Toxic, 27 February 2010 ,"['Javi Peña', ' DJ Madskillz', ' Adriatique']","(47.4989607, 8.7232871)"
835,0.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",731298.0,Sunday Breakfast Zurich 'Montreux Jazz Festival Showcase, 11 July 2015 ,"['Flavio (CH)', 'Sandro Kuhne', 'Marco Trinkler', 'Alci']","(46.4391918, 6.904646500000001)"
836,1.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",721186.0,"15 Years Nordstern with Tini, Andrea Oliva, DJ Le Roi & Gianni Callipari", 07 July 2015 ,"['tINI', 'Andrea Oliva', 'Gianni Callipari ', 'DJ Le Roi']","(46.4391918, 6.904646500000001)"
837,2.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",383758.0,sCs pres Ryan Crosson B2B Cesar Merveille, 10 July 2012 ,"['Rare Movement', 'Ryan Crosson b2b Cesar Merveille', 'Reas']","(46.4391918, 6.904646500000001)"
838,3.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",278725.0,Cocktail Garden - Montreux Jazz Festival with Garance and diSoul, 14 July 2011 ,"['Garance', 'diSoul']","(46.4391918, 6.904646500000001)"
839,4.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",271729.0,Scs Pres Jamie Jones & Guests, 13 July 2011 ,"['', 'MONSIEUR P & MADFUNK (Rare Movement/sCs / CH)', 'DJ REAS (silencio/sCs / CH)', 'Jamie Jones (Crosstown Rebels / UK)']","(46.4391918, 6.904646500000001)"
840,5.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",258961.0,The Cruzaders, 08 July 2011 ,['The Cruzaders'],"(46.4391918, 6.904646500000001)"
841,6.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",272452.0,After The Storm Album Tour, 05 July 2011 ,"['', 'Romano Rapeso', 'Tremendo', 'Djerry C', 'Rodri', 'Barem (live)', 'Cocktail Garden:', 'Huazee', 'Studio 41:']","(46.4391918, 6.904646500000001)"
842,7.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",178783.0,Mad Attitude Of Studio 41 Montreux Jazz Festival, 11 July 2010 ,"['Mendo', 'D-andy & T-rony', 'Mountain People']","(46.4391918, 6.904646500000001)"
843,8.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",168733.0,The Cruzaders, 09 July 2010 ,['The Cruzaders'],"(46.4391918, 6.904646500000001)"
844,9.0,30627.0, Studio 41,"Montreux Jazz Festival, 1820 Montreux",176017.0,Scs, 04 July 2010 ,"['', ' Geneva)', 'Tremendo (Banditz)', ' Germany)', 'Reas (sCs', 'Martin Buttrich (live) ! (Desolat', 'sCs @ Studio 41 / Montreux Jazz Festival :']","(46.4391918, 6.904646500000001)"
845,0.0,30942.0, Hiltl Club,St. Annagasse 16,895283.0,Steve Supreme, 04 November 2016 ,['Steve Supreme'],"(47.37342750000001, 8.536425600000001)"
846,1.0,30942.0, Hiltl Club,St. Annagasse 16,895298.0,Armada Deep Showcase, 28 October 2016 ,"[' Alekk & Twitch Jacob', ' Techrifice', 'Krono (NL)', '']","(47.37342750000001, 8.536425600000001)"
847,2.0,30942.0, Hiltl Club,St. Annagasse 16,885173.0,Lvndscape, 14 October 2016 ,"['LVNDSCAPE', ' Juicy Lucy', ' Dj Sam']","(47.37342750000001, 8.536425600000001)"
848,3.0,30942.0, Hiltl Club,St. Annagasse 16,885166.0,Pretty Pink, 07 October 2016 ,"[' Permanent Triangle', 'Pretty Pink', ' Ehrlich & Redlich']","(47.37342750000001, 8.536425600000001)"
849,4.0,30942.0, Hiltl Club,St. Annagasse 16,871129.0,Sebastien (DE) - Armada Deep Showcase, 30 September 2016 ,"[' Alekk & Twitch Jacob', ' Nicolas Haelg', 'Sebastien (DE)']","(47.37342750000001, 8.536425600000001)"
850,5.0,30942.0, Hiltl Club,St. Annagasse 16,869265.0,Alex Schulz, 23 September 2016 ,"[' Permanent Triangle', ' Ray Douglas', 'Alex Schulz']","(47.37342750000001, 8.536425600000001)"
851,6.0,30942.0, Hiltl Club,St. Annagasse 16,871121.0,Tough Love, 16 September 2016 ,"[' Techrifice', 'Tough Love', ' Dj Sam']","(47.37342750000001, 8.536425600000001)"
852,7.0,30942.0, Hiltl Club,St. Annagasse 16,870226.0,Freddy Verano, 09 September 2016 ,"[' Permanent Triangle', ' Gray Gravity', 'Freddy Verano']","(47.37342750000001, 8.536425600000001)"
853,8.0,30942.0, Hiltl Club,St. Annagasse 16,867452.0,Möwe, 02 September 2016 ,"[' Herr Vogel', ' Emil Berliner', 'Möwe']","(47.37342750000001, 8.536425600000001)"
854,9.0,30942.0, Hiltl Club,St. Annagasse 16,839921.0,Armada Deep Showcase, 24 June 2016 ,"[' DJ SAM', ' Nicolas Haelg', 'Deepend']","(47.37342750000001, 8.536425600000001)"
855,10.0,30942.0, Hiltl Club,St. Annagasse 16,838802.0,Hugel, 17 June 2016 ,"[' Qebeq', 'Hugel', ' Yannick Müller']","(47.37342750000001, 8.536425600000001)"
856,11.0,30942.0, Hiltl Club,St. Annagasse 16,826712.0,Nico Pusch & Tom Pusch, 10 June 2016 ,"[' Tom Pusch', 'Nico Pusch', ' A Bordo', ' Nils Fraser']","(47.37342750000001, 8.536425600000001)"
857,12.0,30942.0, Hiltl Club,St. Annagasse 16,841317.0,Wolfskind / MBP, 03 June 2016 ,"[' MBP (DE)', ' V Stax', 'Wolfskind (DE)']","(47.37342750000001, 8.536425600000001)"
858,13.0,30942.0, Hiltl Club,St. Annagasse 16,829882.0,Yall , 20 May 2016 ,"[' DJ Sam', 'Yall (ES)', ' Alekk & Twitch Jacob']","(47.37342750000001, 8.536425600000001)"
859,14.0,30942.0, Hiltl Club,St. Annagasse 16,829874.0,Plastik Funk, 13 May 2016 ,"[' Alekk & Twitch Jacob', ' Techrifice', 'Plastik Funk']","(47.37342750000001, 8.536425600000001)"
860,15.0,30942.0, Hiltl Club,St. Annagasse 16,829868.0,Felon, 06 May 2016 ,"[' Permanent Triangle', ' Ray Douglas', ' Techrifice', 'Felon (GB )']","(47.37342750000001, 8.536425600000001)"
861,16.0,30942.0, Hiltl Club,St. Annagasse 16,826011.0,Amuse Bouche, 22 April 2016 ,"[' INMIND', 'Mirco Niemeier']","(47.37342750000001, 8.536425600000001)"
862,17.0,30942.0, Hiltl Club,St. Annagasse 16,825997.0,Topic, 15 April 2016 ,"[' A Bordo', 'Topic (DE)', ' Alekk & Twitch Jacob']","(47.37342750000001, 8.536425600000001)"
863,18.0,30942.0, Hiltl Club,St. Annagasse 16,825882.0,"Beats, Cats & Lollipops", 08 April 2016 ,"[' Techrifice', 'Julius Abel (AU)', ' Nils Fraser']","(47.37342750000001, 8.536425600000001)"
864,19.0,30942.0, Hiltl Club,St. Annagasse 16,809505.0,Suman & Placebo - Amuse Bouche, 25 March 2016 ,"[' A Bordo', ' Piasa', 'SuMan & Placebo']","(47.37342750000001, 8.536425600000001)"
865,20.0,30942.0, Hiltl Club,St. Annagasse 16,809500.0,Armada Deep Label Night with Calvo, 18 March 2016 ,"[' Nicolas Haelg', 'Calvo', ' Sam', ' Nils Fraser']","(47.37342750000001, 8.536425600000001)"
