,artist,genres_spotify,genres_ra,main_genres,top3_genres,genre
9851,Jonathan Kluth,None,,,,
9852,Raggabund,['reggae fusion'],,,,
9853,Mathis Kramer-Länger,None,,,,
9854,Kaspar Schindler,None,,,,
9855,Andi Thürig,None,,,,
9856,Adrian Sherwood,['dub'],,,,
9857,Emir Garcia,None,,,,
9858,Zacarias Ferreira,"['bachata', 'latin', 'latin hip hop', 'merengue', 'merengue urbano', 'salsa', 'tropical']",,,,
9859,Harald Haerter,None,,,,
9860,Tian Bosshard,None,,,,
9861,Maurice Könz,None,,,,
9862,Masta Ace feat. Stricklin & Marco Polo,None,,,,
9863,Washington Dead Cats,['psychobilly'],,,,
9864,When-Chun Lin,None,,,,
9865,Fabien Genthialon,None,,,,
9866,Alexander Önce,None,,,,
9867,Barbara Stegemann,None,,,,
9868,Gabrielle Maillard,None,,,,
9869,Juan María Braceras,None,,,,
9870,Lionel Cottet,None,,,,
9871,Dezsö Ranki,None,,,,
9872,N Grandjean,None,,,,
9873,Tony Spinner & Band,None,,,,
9874,Cliff Richard,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'mellow gold', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']",,,,
9875,Kutti MC,['swiss hip hop'],,,,
9876,Luk Zimmermann,None,,,,
9877,Christian Riesen,None,,,,
9878,White Lung,"['garage psych', 'garage punk', 'indie punk', 'noise pop', 'noise rock', 'nu gaze', 'preverb', 'vancouver indie']",,,,
9879,Ingrid Fliter,"['classical performance', 'classical piano']",,,,
9880,Ji-Yeon Lee,None,,,,
9881,Giorgia Milanesi,None,,,,
9882,Maria Agresta,None,,,,
9883,Giorgio Berrugi,None,,,,
9884,Alexander Tsymbalyuk,None,,,,
9885,David Dias da Silva,None,,,,
9886,Maria Castro Vergara,None,,,,
9887,Eva Kusterm,None,,,,
9888,Kristina Fuchs,None,,,,
9889,Jacques Bouduban,None,,,,
9890,Adi Blum,None,,,,
9891,Andi Gabriel,None,,,,
9892,Brigitte Handley,['psychobilly'],,,,
9893,Death Cab for Cutie,"['alternative rock', 'folk christmas', 'folk-pop', 'indie christmas', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'neo mellow', 'pop rock', 'stomp and holler']",,,,
9894,Martin Moling,None,,,,
9895,Samuel Kuntz,None,,,,
9896,The Coathangers,"['garage pop', 'garage rock', 'indie punk', 'noise pop', 'preverb', 'riot grrrl']",,,,
9897,Walter Prossnitz,None,,,,
9898,Boris Giltburg,['classical piano'],,,,
9899,Guarneri Trio,None,,,,
9900,Ursina Giger,None,,,,
9901,Wolfgang Muthspiel,['contemporary jazz'],,,,
9902,Despina Corrazza,None,,,,
9903,Kuus Kan,None,,,,
9904,Noah Arnold,None,,,,
9905,Astrid Wiesingeras,None,,,,
9906,Stepan Flagar,None,,,,
9907,Johann Bourquenez,None,,,,
9908,Cyril Bondi,None,,,,
9909,Jakob Hummel,None,,,,
9910,Dilly Dally,"['etherpop', 'indie punk', 'preverb']",,,,
9911,Ami Rossier,None,,,,
9912,Crashdiet,"['glam metal', 'sleaze rock', 'swedish alternative rock', 'swedish hard rock']",,,,
9913,Sister,None,,,,
9914,Sleekstain,None,,,,
9915,Fallen Mafia,None,,,,
9916,Willibald Guggenmoos,None,,,,
9917,On An On,"['indie psych-rock', 'shimmer pop']",,,,
9918,Levin,"['art rock', 'jazz fusion', 'progressive rock', 'symphonic rock']",,,,
9919,Slim Cessna's Auto Club,"['alternative country', 'gothic americana']",,,,
9920,Gonzalo Rubalcaba,"['contemporary jazz', 'contemporary post-bop', 'jazz fusion', 'latin jazz']",,,,
9921,Sandpeople,"['abstract hip hop', 'underground rap']",,,,
9922,Mori Shige,None,,,,
9923,Hugues Vincent,None,,,,
9924,Terrence McManus,None,,,,
9925,Katya Polin,None,,,,
9926,Nek,"['europop', 'italian arena pop', 'italian pop', 'latin', 'latin pop']",,,,
9927,Marzel,None,,,,
9928,Femi Kuti,"['afrobeat', 'mande pop', 'world']",,,,
9929,Helhorse,None,,,,
9930,Benjamin Nyffenegger,None,,,,
9931,Helmut Hödl,None,,,,
9932,Rupert Fankhauser,None,,,,
9933,Hubert Salmhofer,None,,,,
9934,Rudolf Lutz,None,,,,
9935,Ignatus et les frères Makouaya,None,,,,
9936,Rob Longstaff,None,,,,
9937,Angela Golubeva,None,,,,
9938,Sébastien Singer,None,,,,
9939,Michel Camille,None,,,,
9940,Manuela Fuchs,None,,,,
9941,Paul McCandless,None,,,,
9942,Mohamed Medhat,None,,,,
9943,Patricia Ulrich,None,,,,
9944,Amanda Schweri,None,,,,
9945,Yeon-Jeong Jeong,None,,,,
9946,Christine Guggenbühl,None,,,,
9947,Heidi Wölnerhanssen,None,,,,
9948,Roswitha Müller,None,,,,
9949,Christian Zenker,None,,,,
9950,Soma Salat-Zakarias,None,,,,
9951,Mirko Arnone,None,,,,
9952,Theo Wegmann,None,,,,
9953,Johanna Pfister,None,,,,
9954,Yves Bilger,None,,,,
9955,Thomas Meraner,None,,,,
9956,René Koch,None,,,,
9957,Anais Chen,None,,,,
9958,Jan Krigovsky,None,,,,
9959,Christian Wirth,None,,,,
9960,Fabienne Hörni,None,,,,
9961,Rahel Thierstein,None,,,,
9962,Frits Damrow,None,,,,
9963,Philipp Mestrinel,None,,,,
9964,Octave Moritz,None,,,,
9965,Christian Norz,None,,,,
9966,Pharrell Williams,"['dance pop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop']",,,,
9967,Betinko,None,,,,
9968,Spock's Beard,"['art rock', 'jazz metal', 'neo classical metal', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",,,,
9969,works by Carl Rütti,None,,,,
9970,Demrick,"['deep underground hip hop', 'underground hip hop', 'underground pop rap']",,,,
9971,B-Real,"['chicano rap', 'gangster rap', 'hip hop', 'west coast rap']",,,,
9972,Amy MacDonald,"['folk-pop', 'lilith', 'neo mellow', 'new wave pop', 'pop', 'pop rock']",,,,
9973,Sigur Ros,"['bow pop', 'chamber pop', 'compositional ambient', 'dream pop', 'electronic', 'ethereal wave', 'icelandic pop', 'indie folk', 'indie pop', 'melancholia', 'post rock']",,,,
9974,Paul Kletzki,['orchestral'],,,,
9975,Agent Fresco,['icelandic pop'],,,,
9976,Die Nerven,['german indie'],,,,
9977,Anne-Sophie Mutter,"['classical', 'classical performance', 'classical piano', 'opera', 'orchestral', 'romantic', 'violin']",,,,
9978,Lambert Orkis,None,,,,
9979,DJ Sonja Kikizomba,None,,,,
9980,Wirbelwind,None,,,,
9981,Trommelfäller und Schlagring GmbH,None,,,,
9982,Laibach,"['dark wave', 'ebm', 'electro-industrial', 'experimental', 'industrial', 'industrial metal', 'industrial rock', 'martial industrial']",,,,
9983,Shantel & Bucovina Club Orkestar,None,,,,
9984,Hans-Heinz Schneeberger,None,,,,
9985,Line Loddo,None,,,,
9986,Juliette Du Pasquier,None,,,,
9987,Marc Hänsenberger,None,,,,
9988,Cécile Grübler,None,,,,
9989,Cro,"['deep german hip hop', 'deep german pop rock', 'german hip hop', 'german pop', 'tropical house']",,,,
9990,Andreas Jud,None,,,,
9991,Andy Blöchliger,None,,,,
9992,Jakub Výborný,None,,,,
9993,Bohumír Strnad,None,,,,
9994,Otakar Salajka,None,,,,
9995,Radan Vach,None,,,,
9996,Christophe Coin,['harpsichord'],,,,
9997,Dota & Band,None,,,,
9998,August Burns Red,"['christian christmas', 'christian metal', 'heavy christmas', 'melodic metalcore', 'metalcore', 'pop christmas', 'punk christmas', 'rap metal', 'screamo']",,,,
9999,Sharon van Etten,"['anti-folk', 'chamber pop', 'dream pop', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'lo-fi', 'melancholia', 'new americana', 'singer-songwriter', 'slow core', 'stomp and holler']",,,,
10000,Grupo Galé,"['boogaloo', 'latin jazz', 'mambo', 'merengue', 'salsa', 'salsa international', 'tropical', 'vallenato']",,,,
10001,Dave Grusin & Lee Ritenour,None,,,,
10002,Dave Grusin,"['adult standards', 'jazz christmas', 'jazz funk', 'jazz fusion', 'smooth jazz', 'soundtrack']",,,,
10003,Lee Ritenour,"['jazz christmas', 'jazz funk', 'jazz fusion', 'smooth jazz']",,,,
10004,Will Kennedy,None,,,,
10005,Patti Austin,"['adult standards', 'disco', 'jazz christmas', 'jazz funk', 'post-disco', 'quiet storm', 'smooth jazz', 'soft rock', 'soul', 'soul christmas', 'urban contemporary']",,,,
10006,Myriam Mayer,None,,,,
10007,Asasello Quartett,None,,,,
10008,Dark Funeral,"['atmospheric black metal', 'avantgarde metal', 'black metal', 'brutal death metal', 'death metal', 'deathgrind', 'folk metal', 'melodic death metal', 'metal', 'pagan black metal', 'swedish metal', 'symphonic black metal', 'technical death metal', 'viking metal']",,,,
10009,Conductor: Daniel Hope,None,,,,
10010,Lucy Dacus,"['chamber pop', 'indie folk', 'preverb']",,,,
10011,Los Van Van,"['boogaloo', 'cuban rumba', 'latin jazz', 'mambo', 'salsa', 'tropical', 'trova']",,,,
10012,Han Bennink,"['avant-garde jazz', 'deep free jazz', 'free improvisation']",,,,
10013,Mathias Ziegler,None,,,,
10014,Denman Maroney,None,,,,
10015,Fabian Sigmund,None,,,,
10016,Stephan Siegenthaler,None,,,,
10017,Wieslaw Pipczynski,None,,,,
10018,Andrea Esperti,None,,,,
10019,Nadir Graa,None,,,,
10020,Théo Missillier,None,,,,
10021,Raymond Graisier,None,,,,
10022,Eva Steinschaden,None,,,,
10023,Detlef Mielke,None,,,,
10024,Alexander Vavtar,None,,,,
10025,Wolfgang Kornberger,None,,,,
10026,Hansruedi Jordi,None,,,,
10027,Urs Stephani,None,,,,
10028,Roland Hirsiger,None,,,,
10029,Ernö Mericske,None,,,,
10030,Kurt von Allmen,None,,,,
10031,Roland Bürki,None,,,,
10032,Anna Tchinaeva,None,,,,
10033,Inga Kazantseva,None,,,,
10034,Domenica Ammann,None,,,,
10035,Preslava Lunardi,None,,,,
10036,Köbi Juchler,None,,,,
10037,Olalla Alemán,None,,,,
10038,Silvie Moors,None,,,,
10039,Patrizia Hardt,None,,,,
10040,Kreeta-Julia Heikkilä,None,,,,
10041,Roope Gröndahl,None,,,,
10042,Emanuele Forni,None,,,,
10043,Soma Salat-Zakariás,None,,,,
10044,Niklaus Rüegg,None,,,,
10045,Wolf H. Latzel,None,,,,
10046,Jan van Hoecke,None,,,,
10047,Koryna Lottenbach,None,,,,
10048,Natalie Klaus,None,,,,
10049,Rossana Bertini,None,,,,
10050,Francesca Cassinari,None,,,,
10051,Elena Carzaniga,None,,,,
10052,Claire Genewein,None,,,,
10053,Julia Weissbarth,None,,,,
10054,Astrid Schumacher,None,,,,
10055,Reto Hofstetter,None,,,,
10056,Deger,None,,,,
10057,Martin Deplazes,None,,,,
10058,Marie Bournisien,None,,,,
10059,Julian Behr,None,,,,
10060,Brigitte Gasser,None,,,,
10061,Scott Weiland & The Wildabouts,None,,,,
10062,Franz Winteler,None,,,,
10063,Michel Münch,None,,,,
10064,Hansjürg Fetzer,None,,,,
10065,Daniel Schnyder,None,,,,
10066,R5,"['pop', 'post-teen pop', 'teen pop', 'viral pop']",,,,
10067,AnnenMayKantereit,"['deep german pop rock', 'german pop']",,,,
10068,Philippe Brandeis,None,,,,
10069,The Waterboys,"['art rock', 'celtic', 'celtic rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish rock', 'singer-songwriter']",,,,
10070,Emilys Giant,None,,,,
10071,Vetiver,"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'new americana', 'new weird america', 'slow core', 'stomp and holler']",,,,
10072,Rachel Podger,"['baroque', 'choral', 'classical performance', 'classical piano', 'harpsichord', 'violin']",,,,
10073,Maurice Louca,None,,,,
10074,Darkest Hour,"['christian hardcore', 'christian metal', 'death core', 'groove metal', 'mathcore', 'melodic death metal', 'melodic metalcore', 'metalcore', 'nu metal']",,,,
10075,Motörhead,"['album rock', 'alternative metal', 'alternative rock', 'classic rock', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'rock', 'speed metal', 'wrestling']",,,,
10076,In Flames,"['alternative metal', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'rap metal', 'swedish metal']",,,,
10077,In Extremo,"['folk metal', 'german metal', 'medieval rock', 'neue deutsche harte', 'power metal', 'viking metal']",,,,
10078,Delphine Grataloup,None,,,,
10079,Alberto Rodriguez Herrero,None,,,,
10080,Simon Verschraege,None,,,,
10081,Dario Herraiz Sabater,None,,,,
10082,Liima,['chamber psych'],,,,
10083,Dan Deacon,"['alternative dance', 'chamber pop', 'chillwave', 'dance-punk', 'escape room', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'neo-psychedelic', 'new rave', 'noise pop', 'noise rock']",,,,
10084,Kevin Morby,"['anti-folk', 'chamber pop', 'chamber psych', 'dream pop', 'folk-pop', 'freak folk', 'garage psych', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'new americana', 'preverb', 'singer-songwriter', 'slow core', 'stomp and holler']",,,,
10085,Laetitia Sheriff,"['etherpop', 'french rock']",,,,
10086,Rebeka,"['polish indie', 'polish pop']",,,,
10087,Ludwig Reichl,None,,,,
10088,Moonlight Breakfast,None,,,,
10089,Phoria,"['indie anthem-folk', 'indie folk', 'vapor soul']",,,,
10090,Palace,"['electro swing', 'nu jazz']",,,,
10091,Lou Hägi,None,,,,
10092,Alexander Kutsenov,None,,,,
10093,Illya Buyalskyy,None,,,,
10094,Christoph Scheffelt,None,,,,
10095,Madelaine Wibom,None,,,,
10096,Brigitte Lang,None,,,,
10097,Gerhard Pawlica,None,,,,
10098,Alessandro D'Amico,None,,,,
10099,Ján Rusko,None,,,,
10100,Claudia van Acken,None,,,,
10101,One Republic,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop rock', 'post-teen pop']",,,,
10102,Andrea Jäckle,None,,,,
10103,Alfredo Palacios,None,,,,
10104,Pedro Navarro,None,,,,
10105,Brad Henkel,None,,,,
10106,Sam Kulik,None,,,,
10107,Cédric Piromalli,None,,,,
10108,Jovino Santos Neto,None,,,,
10109,Maja Doppler,None,,,,
10110,Isabelle Spesche,None,,,,
10111,Anja Tremp,None,,,,
10112,Christian Doppler,None,,,,
10113,Herbert Muff,None,,,,
10114,Jürg Strübi,None,,,,
10115,Andri Tremp,None,,,,
10116,Sandra Nkaké,None,,,,
10117,Ji Dru,None,,,,
10118,Florian C. Roth,None,,,,
10119,Janos Szenogrady,None,,,,
10120,Niklaus Gehring Daniel,None,,,,
10121,Föllakzoid,"['neo-psychedelic', 'space rock']",,,,
10122,Altin Asslani,None,,,,
10123,Fabio Schöni,None,,,,
10124,Flavio Scano,None,,,,
10125,Timo Meier,None,,,,
10126,Jeffrey Lewis & The Jrams,None,,,,
10127,Knor,['french indietronica'],,,,
10128,Benjamin Grosvenor,"['classical performance', 'classical piano']",,,,
10129,Aaraon Goldberg,None,,,,
10130,Douglas Bruce,None,,,,
10131,Ehud Asherie,None,,,,
10132,Olga Stepien,None,,,,
10133,DAF,"['ebm', 'industrial', 'neue deutsche welle']",,,,
10134,support: Schramm,None,,,,
10135,Mariana Dougthy,None,,,,
10136,Walter Grimmer,None,,,,
10137,Leticia Kahraman,None,,,,
10138,Barbara La Faro,None,,,,
10139,Sebastian Manz,None,,,,
10140,works by Jean-Luc Darbellay,None,,,,
10141,Paul Lewis,"['classical performance', 'classical piano']",,,,
10142,Silke Schulz,None,,,,
10143,Anna Danilevskaia,None,,,,
10144,Yukie Sato,None,,,,
10145,Iceage,"['dance-punk', 'dream pop', 'experimental rock', 'freak folk', 'garage psych', 'indie punk', 'lo-fi', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'post-hardcore', 'post-punk', 'shoegaze']",,,,
10146,Franziska Hatz,None,,,,
10147,Richie Winkler,None,,,,
10148,Julian Pieber,None,,,,
10149,Simon Schellnegger,None,,,,
10150,Susannah Haberfeld,None,,,,
10151,Hellvetica,None,,,,
10152,Hannes Wader,"['kabarett', 'liedermacher']",,,,
10153,Irmelin,['folkmusik'],,,,
10154,Fabien Ruiz,None,,,,
10155,Julio Azcano,None,,,,
10156,Bernd Lhotzky,['stride'],,,,
10157,Barbara Wehrli Wutzl,None,,,,
10158,Kris Davis,['deep melodic euro house'],,,,
10159,Cristiano Araújo,"['deep funk carioca', 'pagode', 'sertanejo', 'sertanejo universitario']",,,,
10160,A Winged Victory For The Sullen,"['ambient', 'compositional ambient', 'drone', 'fourth world', 'minimal', 'modern classical', 'modern performance', 'post rock', 'warm drone']",,,,
10161,The Lost Brothers,None,,,,
10162,Mundy,['irish rock'],,,,
10163,Lukas Bosshardt,None,,,,
10164,Sara Cantina,None,,,,
10165,Sacho Fender,None,,,,
10166,Dani L. Schmid,None,,,,
10167,Fischer-Künzi-Pfammatter & Maki-Vincent,None,,,,
10168,Emmanuel Künzi,None,,,,
10169,Hachiya Maki,None,,,,
10170,Holy Moses,"['crossover thrash', 'metal', 'speed metal', 'thrash metal']",,,,
10171,Insanity Alert,None,,,,
10172,Sacha Unger,None,,,,
10173,Olivier Magarotto,None,,,,
10174,Roman Weissert,None,,,,
10175,William Evans,None,,,,
10176,Herbie Tsoaeli,None,,,,
10177,Aja Eberle,None,,,,
10178,Toni Eberle,None,,,,
10179,works by Anna Trauffer,None,,,,
10180,Skip the Use,"['french indie pop', 'french rock']",,,,
10181,Der Nino aus Wien,['vienna indie'],,,,
10182,Brigitte Marolf,None,,,,
10183,Roland Sumi,None,,,,
10184,Alexander Balajew,None,,,,
10185,Andreas Renggli,None,,,,
10186,André Brügger,None,,,,
10187,Umse,"['german hip hop', 'reggae fusion']",,,,
10188,Tobias Rechsteiner,None,,,,
10189,Florian Rechsteiner,None,,,,
10190,Samuel Rechsteiner,None,,,,
10191,Gift The Band,None,,,,
10192,Dabu Fantastic & Band,None,,,,
10193,Yesterday Shop,None,,,,
10194,Half Japanese,"['alternative rock', 'experimental', 'experimental rock', 'garage psych', 'gbvfi', 'indie rock', 'lo-fi', 'neo-psychedelic', 'no wave', 'noise pop', 'noise rock', 'outsider', 'post-punk', 'punk blues', 'twee pop', 'uk post-punk']",,,,
10195,Courtney Barnett,"['alternative rock', 'anti-folk', 'chamber pop', 'deep australian indie', 'folk-pop', 'freak folk', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'neo-psychedelic', 'noise pop']",,,,
10196,Ashley Paul,None,,,,
10197,DJ Marcelle,None,,,,
10198,Paul Erni,None,,,,
10199,Or Oesch,None,,,,
10200,Urs Rudin,None,,,,
10201,Reto Schäublin,None,,,,
10202,Daniel Wagner,None,,,,
10203,Alex Watzdorf,None,,,,
10204,Suma,None,,,,
10205,King Pepe & Le Rex,None,,,,
10206,support: Locksmith,None,,,,
10207,Mr Vast & The Vast Minority,None,,,,
10208,Désirée Dell'amore,None,,,,
10209,Jacqueline Schlegel,None,,,,
10210,Eva Wey,None,,,,
10211,Subway To Sally,"['folk metal', 'german metal', 'medieval rock', 'neue deutsche harte']",,,,
10212,Fiddlers Green,"['celtic rock', 'medieval rock', 'neue deutsche harte']",,,,
10213,Letzte Instanz,"['medieval rock', 'neue deutsche harte']",,,,
10214,Versengold,"['medieval', 'medieval rock', 'neue deutsche harte']",,,,
10215,Marco Bartoli,None,,,,
10216,Fabio Trümpy,None,,,,
10217,Hank Dust,None,,,,
10218,Mario Piccante,None,,,,
10219,Tony Flowers,None,,,,
10220,Stevie Hammond,None,,,,
10221,Micky Luke,None,,,,
10222,Sid Mercury,None,,,,
10223,Nicolas de Haen,None,,,,
10224,Gerhard Gerstle,None,,,,
10225,Julius Helm,None,,,,
10226,Mathias Landtwing,None,,,,
10227,Sabine Siegrist,None,,,,
10228,Markus Läuppi,None,,,,
10229,Stefan Andreas,None,,,,
10230,Ernst Käser,None,,,,
10231,Fischer,"['classical performance', 'classical piano', 'orchestral', 'violin']",,,,
10232,support: Implore,None,,,,
10233,Lydmor & Bon Homme,None,,,,
10234,William Vinson,None,,,,
10235,Michael Moreno,None,,,,
10236,Richard Rosato,None,,,,
10237,David Schnnebeli,None,,,,
10238,works by Stephan Baumgartner,None,,,,
10239,Mesh,"['dark wave', 'ebm', 'electro-industrial', 'futurepop', 'neo-synthpop']",,,,
10240,Dave Hasler,None,,,,
10241,Arch Enemy,"['alternative metal', 'death metal', 'gothic metal', 'groove metal', 'melodic death metal', 'melodic metalcore', 'metal', 'metalcore', 'nu metal', 'power metal', 'progressive metal', 'speed metal', 'swedish metal', 'thrash metal']",,,,
10242,And then She Came,None,,,,
10243,Titus Wolfe,None,,,,
10244,Start A Fire,None,,,,
10245,Albin Brun &  Patricia Draeger,None,,,,
10246,Daniele di Bonaventura,None,,,,
10247,Philipp Hillebrand,None,,,,
10248,Franco Fontanarrosa,None,,,,
10249,Illya Alabuzhev,None,,,,
10250,Moose Blood,"['alt-indie rock', 'alternative emo', 'anthem emo', 'emo', 'pixie', 'pop punk']",,,,
10251,Fabienne Iannone,None,,,,
10252,Julien Mathieu,None,,,,
10253,Evelyne Grandy,None,,,,
10254,Toni Reyonlds,None,,,,
10255,William Youn,None,,,,
10256,Javier Camarena,None,,,,
10257,Ángel Rodriguez,"['mexican son', 'mexican traditional']",,,,
10258,Itsumi Koman,None,,,,
10259,Sun Worship,"['chaotic black metal', 'voidgaze']",,,,
10260,Ultha,['voidgaze'],,,,
10261,Gold,"['big room', 'deep big room', 'deep tropical house', 'edm', 'electro house', 'german techno', 'house', 'progressive electro house', 'progressive house', 'tropical house']",,,,
10262,Vieux Farka Toure,"['afrobeat', 'mande pop', 'world']",,,,
10263,Hot Sushi Club,None,,,,
10264,Paul Fogarty,None,,,,
10265,Six Feet Under,"['brutal death metal', 'death metal', 'deathgrind', 'grindcore', 'groove metal', 'melodic metalcore', 'metal', 'nu metal', 'rap metal', 'rap rock', 'speed metal', 'technical death metal', 'thrash metal']",,,,
10266,DJ Soulz,None,,,,
10267,Gwilym Simcock,"['contemporary jazz', 'jazz christmas']",,,,
10268,Jörg Hauser,None,,,,
10269,Rougi Rothenbühler,None,,,,
10270,Peter Tico Keller,None,,,,
10271,Helena Winkelman,None,,,,
10272,Anne Schmid,None,,,,
10273,Pascale Van Coppenolle,None,,,,
10274,Tom Staar,"['deep big room', 'progressive electro house']",,,,
10275,Nas,"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,,,
10276,Cody Chesnutt,"['funk', 'indie r&b', 'neo soul', 'soul']",,,,
10277,Ska-P,"['latin alternative', 'rock en espanol', 'ska', 'spanish rock']",,,,
10278,C.Simolka,None,,,,
10279,B.Bossert,None,,,,
10280,I.Kombaratov,None,,,,
10281,M.Würsch,None,,,,
10282,H.Bugallo,None,,,,
10283,E.Streiff,None,,,,
10284,M.Stolz,None,,,,
10285,R.Wohlhauser,None,,,,
10286,Sarah OBrien,None,,,,
10287,Counterparts,"['alternative emo', 'anthem emo', 'canadian metal', 'death core', 'deep melodic metalcore', 'melodic hardcore', 'metalcore', 'pop punk', 'progressive post-hardcore', 'screamo']",,,,
10288,Landscape,"['alternative emo', 'chaotic hardcore', 'emo', 'emo punk', 'screamo punk']",,,,
10289,Keiko Kinoshita,None,,,,
10290,Ryosuke Sakamoto,None,,,,
10291,Sonoka Ogawa,None,,,,
10292,Michael Raschle,None,,,,
10293,Michael Jäger,None,,,,
10294,Markus Weiss,None,,,,
10295,Jonathan Ayerst,None,,,,
10296,Pedro Amaral,None,,,,
10297,Marco Santilli Rossi,None,,,,
10298,Or Weinberg,None,,,,
10299,Lorenzo Wilson,None,,,,
10300,The Avett Brothers,"['alternative country', 'folk christmas', 'folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'pop rock', 'progressive bluegrass', 'singer-songwriter', 'stomp and holler']",,,,
10301,Seth Avett,['new americana'],,,,
10302,Scott Avett,None,,,,
10303,Bob Crawford,None,,,,
10304,Joe Kwon,None,,,,
10305,Jacob Edwards,None,,,,
10306,Martin Jaggi,None,,,,
10307,Inade,['dark ambient'],,,,
10308,Franziska Hegi,None,,,,
10309,Gwilym Simcock & Yuri Goloubev,None,,,,
10310,Bert Joris,None,,,,
10311,Tocotronic,"['german indie', 'german pop', 'german punk', 'liedermacher']",,,,
10312,Enocian Theory,None,,,,
10313,Cryptex,"['catstep', 'glitch hop', 'zapstep']",,,,
10314,Jig-Ai,None,,,,
10315,Sublime Cadaveric Decomposition,"['goregrind', 'grindcore']",,,,
10316,Ultimo Mondo Cannibale,None,,,,
10317,Heinz Lehmann,None,,,,
10318,Joan & The Sailors,None,,,,
10319,Ian Hunter,"['art rock', 'blues-rock', 'british blues', 'classic rock', 'country rock', 'glam rock', 'power pop', 'pub rock', 'rock', 'roots rock']",,,,
10320,Andy York,None,,,,
10321,Dave Roe,None,,,,
10322,: Boom Pam,"['balkan brass', 'israeli rock']",,,,
10323,Benj Hardwig,None,,,,
10324,Aidan Leong,None,,,,
10325,Acoustic Africa,None,,,,
10326,Tobias Gurtner,None,,,,
10327,Christian Sommerhalder,None,,,,
10328,Ere Gerber,None,,,,
10329,Elena Mosuc,None,,,,
10330,Joe Douglas & Band,None,,,,
10331,Lukas Huber,None,,,,
10332,The Toy Dolls,['punk'],,,,
10333,Fyfe,"['deep indie r&b', 'indie anthem-folk', 'vapor pop', 'vapor soul']",,,,
10334,Christof Dienz,None,,,,
10335,The Pains of Being Pure at Heart,"['brooklyn indie', 'chillwave', 'dream pop', 'garage psych', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'metropopolis', 'neo-psychedelic', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'twee pop']",,,,
10336,Marc Broussard Band,None,,,,
10337,Raketkanon,['belgian rock'],,,,
10338,JMSN,"['deep indie r&b', 'escape room', 'indie r&b', 'neo soul', 'underground hip hop']",,,,
10339,support: The Paradise Bangkok MIB,None,,,,
10340,Barclay James Harvest feat. Les Horloyd,None,,,,
10341,Asian Dub Foundation,"['big beat', 'dub', 'electro dub', 'electronic', 'trip hop']",,,,
10342,ZAZ,['french pop'],,,,
10343,Raphael,"['funk', 'indie r&b', 'memphis soul', 'neo soul', 'r&b', 'soul', 'soul blues', 'urban contemporary']",,,,
10344,Nile,['disco'],,,,
10345,Impaled Nazarene,"['black death', 'black metal', 'black thrash', 'dark black metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore', 'melodic death metal', 'metal', 'pagan black metal', 'symphonic black metal', 'viking metal']",,,,
10346,Blynd,['alternative metalcore'],,,,
10347,Junip - José González,None,,,,
10348,Mikhail Sporov,None,,,,
10349,The Herbaliser,"['acid jazz', 'big beat', 'deep funk', 'downtempo', 'electronic', 'ninja', 'nu jazz', 'trip hop', 'turntablism']",,,,
10350,The Toxic Avenger,"['deep chiptune', 'electro house', 'filter house', 'new rave', 'retro electro']",,,,
10351,Maho Yamada,None,,,,
10352,Regula Bernath,None,,,,
10353,Martina Janková,None,,,,
10354,Andrea Meláth,None,,,,
10355,Balint Szabo,None,,,,
10356,Johanna Kunz,None,,,,
10357,Das Fortleben,None,,,,
10358,Stewy von Wattenwil,None,,,,
10359,Rainer Brüninghaus,None,,,,
10360,Dodo Hug & Efisio Contini,None,,,,
10361,Manrico Padovani,None,,,,
10362,Ernesto Voegeli,None,,,,
10363,Yesterday I Had Roadkill,None,,,,
10364,Moon Safari,"['neo-progressive', 'progressive rock', 'symphonic rock']",,,,
10365,Backwash,None,,,,
10366,: El Mayoral,None,,,,
10367,Th. Hoffmann,None,,,,
