,ClubID,ClubName,Address,EventID,EventName,Date,LineUp,Genre,All Genres
359,16845.0, Elf Club,"Ziegelackerstrasse 11; 3027, Bern",90614.0,Jackmate On The Roof, 27 March 2009 ,"['Jackmate', 'Fabien']",None,"['microhouse', 'None']"
360,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",879939.0,Funk Roots, 17 September 2016 ,"['Drve', 'Patrick Podage', 'Bowser']",None,"['None', 'microhouse', 'None']"
361,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",771577.0,Refugees Welcome, 14 November 2015 ,"['Disco Dave', 'Rolf Saxer', 'Pablo Einzig', 'David Suivez', 'Spectron', 'Nkelo Live', 'Patrick Podage', 'Boumi B', 'Markus Kenel']",None,"['r&b and soul', 'r&b and soul', 'electronic', 'None', 'None', 'None', 'electronic', 'None', 'electronic']"
362,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",759987.0,5 Years Tekkno Town, 31 October 2015 ,"['LUKII', 'FORSITION', 'FAITH', 'FRANK RICH', 'MAKA', 'CFLOW', 'Louie Cut', 'Fredy S', 'RICO LOCO', 'MORGANJ', 'Brian Sanhaji', 'LUKAS FREUDENBERGER', 'TOM BLAKE', 'KRAFTECK', 'LARS LINDENBERG']",None,"['None', 'None', 'pop', 'None', 'None', 'None', 'electronic', 'rock', 'None', 'None', 'hip hop', 'None', 'None', 'electronic', 'None']"
363,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",661306.0,Miss Jools, 12 December 2014 ,"['DJ Girl', 'Meerganglied', 'Miss Jools', 'Berlin']",None,"['None', 'None', 'electronic', 'electronic']"
364,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",641603.0,Tresor Berlin Resident Nacht, 08 November 2014 ,"['Marcel Heese', 'Nikola Kotevski', '88uw', 'Mareena', 'TAG', 'Krenzlin']",electronic,"['electronic', 'None', 'electronic', 'None', 'electronic', 'electronic']"
365,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",641597.0,Tekkno Town Halloween Festival Day 2, 01 November 2014 ,"['Enrico Valenti', 'Jus Deelax', 'Marion K', 'KlangfabriK', 'Double & Parkz', 'MM', 'Simply Simon', 'CFlow', 'Lukii', 'Bruno Minimal', 'Lexer', 'Forsition', 'Droplex', 'Frank Rich']",None,"['None', 'electronic', 'None', 'electronic', 'None', 'latin', 'None', 'None', 'None', 'None', 'electronic', 'None', 'electronic', 'None']"
366,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",641594.0,Tekkno Town Halloween Festival Day 1, 31 October 2014 ,"['Faith', 'Moinsen', 'Chipe', 'Ziiva aka Lukii', 'Tom Blake', 'Marion K', 'Kellerkind', 'Wiggaz', 'Robin Schulz']",None,"['pop', 'None', 'None', 'None', 'None', 'None', 'electronic', 'None', 'electronic']"
367,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",642834.0,any:Ideas Pres. Stuart Hawkins, 25 October 2014 ,"['Mischkultur', 'London', 'Bern', 'Rico Rausch b2b der Dirigent', 'Nicola Koch b2b Peter Szanto', 'AR', 'Baile Musik', 'Bern', 'Stuart Hawkins']",None,"['None', 'electronic', 'None', 'None', 'None', 'electronic', 'None', 'None', 'None']"
368,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",629468.0,any:Ideas Pres. Mira b2b Chris Schwarzwälder, 20 September 2014 ,"['Das Balz b2b Adrian Bergmann', 'Vanita b2b LowTales', 'Zürich', 'Mira b2b Chris Schwarzwälder', 'Berlin', 'Bern']",None,"['None', 'None', None, None, 'electronic', 'None']"
369,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",608437.0,Watergate Worldwide Affairs, 06 September 2014 ,"['Konvex 2', 'Marco Resmann', 'Thomas Mayr', 'Konvex 1', 'Hive Audio', 'Animal Trainer', 'La Fleur', 'Patrick Podage', 'Ruede Hagelstein']",electronic,"['None', 'electronic', 'None', 'None', 'None', 'electronic', 'electronic', 'electronic', 'electronic']"
370,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",601807.0,Tastefool Klangnacht N°12 Pres. Minimal Kids, 05 July 2014 ,"['Enzo Siffredi', 'Alec Troniq', 'Sav Manganaro', 'Rich vom Dorf']",None,"['electronic', 'electronic', 'None', 'None']"
371,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",593567.0,Tastefool Klangnacht N°11/3000° Showcase with Kollektiv Ost, 31 May 2014 ,"['Rodri', 'Kollektiv Ost', 'AMARO', 'German Lachs']",electronic,"['None', 'electronic', 'latin', 'electronic']"
372,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",581769.0,any:Ideas 1st Anniversary with Christian Burkhardt, 03 May 2014 ,"['Rennie Røyma & Kåre Kyl', 'Zürich', 'Frankfurt', 'Andri', 'Christian Burkhardt', 'Das Balz b2b Amelié', 'Rico Rausch', 'Bern']",None,"[None, None, 'None', 'electronic', 'electronic', None, 'None', 'None']"
373,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",576990.0,Tekkno Town Spring Festival Day 2, 26 April 2014 ,"['Enrico Valenti', 'Jus Deelax', 'Teenage Mutants', 'Marcel Vivo aka mrrox', 'Marion K', 'Skaos', 'Louie Cut', 'Peer Kusiv', 'Double & Parkz', 'CFlow', 'Lukii', 'Bruno Minimal', 'Forsition', 'Marco Di Natale', 'Tom Blake', 'Dj Faith', 'Frank Rich']",None,"['None', 'electronic', 'electronic', 'None', 'None', 'electronic', 'electronic', 'electronic', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']"
374,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",576987.0,Tekkno Town Spring Festival Day 1, 25 April 2014 ,"['Plassix', 'Le Bérger', 'KlangfabriK', 'Thomas Schumacher', 'Joe Maker', 'Maurer & Toepfer']",electronic,"['None', 'nu age', 'electronic', 'electronic', 'electronic', 'None']"
375,17056.0, Gaskessel Bern,"Sandrainstrasse 25; 3007, Bern",570690.0,Tastefool Klangnacht N°10/ Keno Records Labelnight, 22 March 2014 ,"['Beatamines', 'Zero', 'David Keno', 'Amaro', 'Rico Rausch b2b Der Dirigent']",electronic,"['electronic', 'electronic', 'electronic', 'latin', 'None']"
