,ClubID,ClubName,Address,EventID,EventName,Date,LineUp,Location
415,17525.0, Schatzalp,"7270 Davos-Platz, Davos",94660.0,Schatzalp,2009-05-29,"[' S-Biene', ' Styro 2000', ' pasci', ' Marco Repetto', ' P. Bell', ' Technik', ' Playlove', ' thomonn', ' Chris Air', ' Beda', ' ladybruce und monair', ' Mary Jane', ' Charles Tone', 'Bang Goes']","(46.78925729999999, 9.800232799999998)"
416,18009.0, Club Elite,"Hohlstrasse 452, 8048 Zürich",597078.0,Mr.Lucky,2014-05-17,"['reverse', 'marco k ', 'Mr.Lucky ', 'tom tek ', 'techno machine ', 'duble ', 'minitek']","(47.3890797, 8.4960491)"
417,18009.0, Club Elite,"Hohlstrasse 452, 8048 Zürich",97686.0,Rock The Summer,2009-05-23,"['Sevenstyler', 'Mirk Oh', 'Rock Artisti']","(47.3890797, 8.4960491)"
418,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",539988.0,Open Your Eyes,2013-11-29,['dj Zest'],"(46.2016163, 6.1405765)"
419,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",416565.0,Always Run,2012-10-26,['Zest half-hours'],"(46.2016163, 6.1405765)"
420,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",363280.0,New Release,2012-04-28,['Dj Zest'],"(46.2016163, 6.1405765)"
421,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",344860.0,Dj Zest,2012-03-03,['DJ ZEST'],"(46.2016163, 6.1405765)"
422,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",272633.0,Gelivan & Peter D,2011-07-01,"['Gelivan', 'Peter D.']","(46.2016163, 6.1405765)"
423,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",167664.0,Electrofraise,2010-06-05,"[' Freshmint', '', 'Magic Mixers', ' Dave Dalux', ' Clem']","(46.2016163, 6.1405765)"
424,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",167935.0,Minimal Party,2010-05-21,['dj lynn jordan'],"(46.2016163, 6.1405765)"
425,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",150541.0,Cirkus Party,2010-03-26,['DJ Lynn Jordan'],"(46.2016163, 6.1405765)"
426,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",134407.0,Santa Groove,2009-12-26,"[' Le Petit Lutin', 'Nahoma']","(46.2016163, 6.1405765)"
427,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",127853.0,La Musica Que Mueve El Mundo,2009-11-13,['Gelivan & Yan Sebastian'],"(46.2016163, 6.1405765)"
428,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",121820.0,Not Everyone Understands House Music At Cirkus Bar,2009-10-09,"['Peter D.', ' Gelivan']","(46.2016163, 6.1405765)"
429,18256.0, Cirkus Bar,"Rue Bovy-Lysberg 1; 1204, Genève",99074.0,Remote Festival,2009-06-05,"['StatedLife ', 'Chaton']","(46.2016163, 6.1405765)"
430,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",853103.0,Summer Bash 3.0 - Das Strassenfest in der Bärner Matte,2016-07-09,"[""* The Siegfrieds & Toys (CH/FR) * Boys On Pills (BE) * Marzel And The Brocheck (BE) * Ian O'Dorner & Alex Abassi (F) * Cabarandi * 3some * Biru * Boris Why * Marlaude (Tapetenwechsel) * Dropout Soundsystem (Thom Mayr & The M&B Experiment) * Pierre Green* Jerome Anthony * Jan Pennarubia * Felipe Pueretes * ""]","(46.9468806, 7.457389399999999)"
431,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",290551.0,"Semester Kick-Off with Lara feat Babag & Cholon, Toilet Acoustic",2011-09-24,"['', ' Cosmic / Bern', ' CH)', 'LARA feat. Babag&Cholon (Mahamaya', 'TOILET ACOUSTIC (Bern']","(46.9468806, 7.457389399999999)"
432,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",260634.0,Mattentanz,2011-05-27,"['Jutzi', ' ZerO', ' Don Tetris']","(46.9468806, 7.457389399999999)"
433,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",200575.0,Ghost Club,2010-10-23,"['Space Rangerz', 'Beats On Demand', 'Paul Chambers']","(46.9468806, 7.457389399999999)"
434,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",125476.0,Primitive Horror Halloween,2009-10-31,"[' DVW', 'The Proxy', ' Kid Silly', ' Kenjiro Ultramagnetic']","(46.9468806, 7.457389399999999)"
435,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",101186.0,Wasserwerk Club,2009-05-29,"[' Slapdance & Sandy Pants.', ' DMT Synth', 'Kid Silly']","(46.9468806, 7.457389399999999)"
436,18621.0, Wasserwerk Club,"Wasserwerkgasse 5; 3011, Berne",121512.0,The Art Of Partying 8,2008-10-11,"['Mercury', ' LeLe', ' Parra Soundsystem']","(46.9468806, 7.457389399999999)"
437,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",770691.0,Tschau Lui mit Djebali,2015-11-20,"['Amilcare', 'EMRE', 'Djebali (ideal juice // lola ed paris)', 'ALON LEVI', 'DEJAN (cityfox)']","(47.3833133, 8.539372900000002)"
438,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",733811.0,Tschau LUI am Fluss,2015-07-17,"['Alci', 'ALON LEVI', 'THOMAS WOOD', 'Donato Capozzi', 'DZANIN', 'JOHN CATALANO', 'Villa Bosso', 'EMETERIA']","(47.3833133, 8.539372900000002)"
439,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",513080.0,Barnt & D Cosmo at Werk21,2013-11-15,"['D Cosmo (Lux Rec)', 'Barnt (Magazine/Cómeme/Kompakt)']","(47.3833133, 8.539372900000002)"
440,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",341261.0,Kinky Beats - Rabbit Ballroom Edition,2012-04-07,"[' LA BAAZ', 'Julian Jeweil (live)', ' Kara_Maehl', ' PERFECT STRANGER Live', ' Herr Müller', ' BOUNCER aka Marcosis', ' Khainz', ' Moosfiebr (live)']","(47.3833133, 8.539372900000002)"
441,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",344420.0,Voll Dä Plausch,2012-03-01,"['Uhuruku', 'Nik!', 'Zodiak', 'Chris Hoever']","(47.3833133, 8.539372900000002)"
442,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",232792.0,Kinky Beats Bunny Edition,2011-04-23,"['LA BAAZ (Rococo', 'BOUNCER aka Marcosis (Stairs Club) CH', 'DAVID FRAKA (Tribal Vision Rec) CH', ' Electribe) Germany', 'INSTINCT ( XDC-Music) Mexico', 'Kara_Maehl (Rococo', ' Echoes) CH', 'ANDERSEN (Dusk) CH', 'GLITTER  (live) BRASIL', 'FRANK BECKERS (Sprout']","(47.3833133, 8.539372900000002)"
443,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",200507.0,Kinky Beats,2010-12-11,"['', 'Live ', 'EMOK (Iboga Rec', 'www.myspace.com/mapusamapusa', 'Piatto (Italo Business', ' Kinky Beats', 'DJ`s ', ' Dänemark)', 'www.myspace.com/ibogaemok ', 'Moosfiebr (Attitude', ' Germany)', ' N.O.I.A. Italy) ', 'MAPUSA MAPUSA (Blue Tunes Rec', ' Italy)', ' DekaDance)', 'www.myspace.com/djs2dirty', 'www.myspace.com/djmanon', '2Dirty (Bionics Rec', 'www.myspace.com/piatto', ' Nuuktal Rec. CH)', 'MANON (Terminal M', 'FREITAG & FREINACHT (Zürich', ' CH)', 'www.myspace.com/moosfiebr']","(47.3833133, 8.539372900000002)"
444,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",186494.0,"The Destroyaz Aka Neil Landstrumm, Bill Youngman",2010-09-24,"[' P-frequency', ' Dj Soulgear', 'Neil Landstrumm vs. Bill Youngman', ' T.S.B.I.N. aka T.S.N. and SBI']","(47.3833133, 8.539372900000002)"
445,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",171939.0,Klubcode / Bruno Pronsato Live & Dualism Live,2010-06-26,"['MIK MAROO [kumquat] ZURICH', 'MAY KAY [pincode - minimal-mood] BELLINZONA', 'Dualism  (live) [numbolic - maschine - revolver canada - archipel] ZURICH', 'Bruno Pronsato  (live) [the song says - hello?repeat - perlon] BERLIN', 'Click Click [kassette records] BERLIN', 'Gleichschritt [esance - grundton] ZURICH']","(47.3833133, 8.539372900000002)"
446,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",215177.0,Kinky Beats,2010-04-03,"['', 'Beckers', ' Moosfiebr', 'Perfect Stranger', ' Kara_Maehl', ' Yuli', ' Manon', 'LIVE:', ' Pat Patrisha', ' Duff', ' Labaaz', ""DJ's:""]","(47.3833133, 8.539372900000002)"
447,18828.0, Dynamo,"Wasserwerkstrasse 21; 8006, Zürich",103151.0,Schall & Rauch,2009-06-12,"[' SANKT)', 'Animal Trainer (Rakete', 'Membrane (are you electrified?', ' Stil vor Talent)', 'Simian Keiser (Berlin)', ""Marc D'Arrigo (akuarium33)""]","(47.3833133, 8.539372900000002)"
448,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",699958.0,Vision-E & Kev the Head,2015-06-20,"['Vision-E', ' Kev the Head']","(46.9483859, 7.448730699999999)"
449,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",420819.0,"Berneoptimist 24 Hiteksoul Feat,Tini b. Soleyu@les",2012-11-08,"[' soleyu', 'djs tinib.erneoptimist']","(46.9483859, 7.448730699999999)"
450,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",296793.0,Elektronische Bauchmusik,2011-11-24,['girl'],"(46.9483859, 7.448730699999999)"
451,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",278371.0,Berneoptimist 19 @les Amis Berne-Jack It Up,2011-08-06,['berneoptimist-allstarz'],"(46.9483859, 7.448730699999999)"
452,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",239671.0,Elektronische Bauchmusik,2011-03-31,['Girl'],"(46.9483859, 7.448730699999999)"
453,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",207653.0,Electro,2010-12-10,"[' Vision-E', ' Soleyu', 'Diego Hostettler', ' Tini B.']","(46.9483859, 7.448730699999999)"
454,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",200615.0,Electro at Les Amis,2010-10-30,"['Vision-E', ' Soleyu', ' Tini B.']","(46.9483859, 7.448730699999999)"
455,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",190539.0,Electro,2010-09-18,"[' Vision-E', ' Soleyu', 'Diego Hostettler']","(46.9483859, 7.448730699999999)"
456,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",165109.0,Electro,2010-06-19,"[' Vision-E', ' Soleyu', 'Diego Hostettler']","(46.9483859, 7.448730699999999)"
457,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",145637.0,Diego Hostettler & Vision-E,2010-04-16,"[' Vision-E', 'Diego Hostettler']","(46.9483859, 7.448730699999999)"
458,19214.0, Wohnzimmer,"Rathausgasse 63; 3011, Bern",105013.0,Berne Optitwist,2009-06-27,"[' Vision-E', 'Soleyu']","(46.9483859, 7.448730699999999)"
459,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",809635.0,[ 2709 ],2016-01-22,['Chris Ahn'],"(46.8020813, 7.1534678)"
460,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",762770.0,Doubly Deeeep Ya,2015-10-03,['Chris Ahn'],"(46.8020813, 7.1534678)"
461,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",736464.0,Beach Diggin with Floriano Albertini & Chris Ahn,2015-07-10,"['Floriano Albertini', 'Chris Ahn']","(46.8020813, 7.1534678)"
462,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",708934.0,Rhyth.ms & L:uv with Chris Ahn,2015-05-30,['Chris Ahn'],"(46.8020813, 7.1534678)"
463,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",702119.0,Chris Ahn's 4AM Mixtape - Ep. 13,2015-04-03,['Chris Ahn'],"(46.8020813, 7.1534678)"
464,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",646065.0,Traffic People present Gregore Konstantine,2014-10-10,['Gregore Konstantine'],"(46.8020813, 7.1534678)"
465,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",190540.0,The Cruzaders,2011-01-07,['The Cruzaders'],"(46.8020813, 7.1534678)"
466,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",184537.0,Sexy House Session with G!l Everest,2010-10-15,['G!L Everest'],"(46.8020813, 7.1534678)"
467,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",172820.0,The Cruzaders,2010-08-06,['The Cruzaders'],"(46.8020813, 7.1534678)"
468,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",181785.0,Sexy House Session with G!L Everest,2010-07-31,['G!L Everest'],"(46.8020813, 7.1534678)"
469,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",132898.0,The Cruzaders At Lapart (Fribourg - Ch),2010-05-22,['The Cruzaders'],"(46.8020813, 7.1534678)"
470,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",132897.0,The Cruzaders At Lapart (Fribourg - Ch),2010-03-20,['The Cruzaders'],"(46.8020813, 7.1534678)"
471,19324.0, Lapart Bar,"Grand-Places 14; 1701, Fribourg",122252.0,The Cruzaders At Lapart (Fribourg - Ch),2009-12-05,['The Cruzaders'],"(46.8020813, 7.1534678)"
472,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",419484.0,Geneticz,2012-12-07,"[' D-Andy & J Rony (CH / Recycle Rec.)', ' Metanoize (DE / Ben Dover rec.)', 'djs Biodan (CZ / Roxy Prague / Solstice Rec.)', ' Alek Sys (CH / Naked Rec.)', ' Nora Bora (SK / GeneticZ)']","(46.5259346, 6.635055200000001)"
473,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",417056.0,Musiktoast Family Vol.1,2012-10-27,['Fine selection of tartineurs'],"(46.5259346, 6.635055200000001)"
474,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",488401.0,Dipp'n Toast Vol.2,2012-06-16,"['', 'Doppel Dipp (Dj set)', 'Stereoclip (live) ', 'Mokic (Dj set)', 'aka Seb & GaLaBar']","(46.5259346, 6.635055200000001)"
475,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",348681.0,Los Cruzeiros (Lausanne - Ch),2012-05-19,['Los Cruzeiros'],"(46.5259346, 6.635055200000001)"
476,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",488398.0,52ooobeats with Doppel Dipp & WF Müsik,2012-05-12,"['Doppel Dipp', '', 'aka Seb & GaLaBar', 'Nemo #', 'Sins (WF)']","(46.5259346, 6.635055200000001)"
477,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",348680.0,Los Cruzeiros (Lausanne - Ch),2012-04-28,['Los Cruzeiros'],"(46.5259346, 6.635055200000001)"
478,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",337578.0,52.000 Beats,2012-03-17,"['Laurent Charbon [Hummingbird / Lausanne]', 'Rainer [Desolat / Barcelone]']","(46.5259346, 6.635055200000001)"
479,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",326764.0,52'000 Beats with Miguel Campbell & Chris Bailey,2012-03-03,"['Miguel Campbell ', 'Chris Bailey']","(46.5259346, 6.635055200000001)"
480,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",334956.0,52'000 Beats with Andri & Chris Bailey,2012-02-18,"[' Lausanne]', 'Andri  (live) [Cityfox Zurich]', 'Chris Bailey [Ultimate Groove']","(46.5259346, 6.635055200000001)"
481,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",334952.0,Mercredeep,2012-02-08,"['Chris Bailey', 'Diego Indigo']","(46.5259346, 6.635055200000001)"
482,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",334950.0,Mercredeep,2012-02-01,"['David Armada', 'Chris Bailey']","(46.5259346, 6.635055200000001)"
483,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",326819.0,Mercredeep,2012-01-25,"['Daniel DB', 'Chris Bailey']","(46.5259346, 6.635055200000001)"
484,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",329107.0,52'000 Beats with Lovebirds & Chris Bailey,2012-01-21,"['Chris Bailey', 'Lovebirds']","(46.5259346, 6.635055200000001)"
485,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",326566.0,Mercredeep,2012-01-18,['Chris Bailey all night long'],"(46.5259346, 6.635055200000001)"
486,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",324743.0,Mercredeep,2012-01-11,"['Chris Bailey', 'Tony-P']","(46.5259346, 6.635055200000001)"
487,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",316762.0,52000 Beats,2012-01-07,['TBA'],"(46.5259346, 6.635055200000001)"
488,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",324742.0,Mercredeep,2012-01-04,"['Chris Bailey', 'Diego Indigo']","(46.5259346, 6.635055200000001)"
489,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",308629.0,52'000 Beats,2011-12-10,['Monkey Safari'],"(46.5259346, 6.635055200000001)"
490,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",311380.0,"52'Ooo Beats with jean Meyer, D-Andy & T-Rony, Don Ramon",2011-12-03,"['Don Ramon (Fantastic Friends', "" Frieda's Büxe"", ' ZH)', 'D-andy & T-rony (Minidetail', 'Jean Meyer', ' VD)']","(46.5259346, 6.635055200000001)"
491,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",311379.0,"52'Ooo Beats with freiberg, Emmat, Crowdpleaser",2011-11-26,"[' GE)', 'Emmat (Minidetail', 'Freiberg (Elektrostuebete', 'Crowdpleaser (Turbo', ' VD)', ' BE)', ' Motel Campo']","(46.5259346, 6.635055200000001)"
492,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",311377.0,"52'Ooo Beats with ryan Hawkin (Live!), Yan Ka Et Dadive",2011-11-19,"['Yan Ka (!Organism)', 'Ryan Hawkin (live!) (Fine Food)', ' Schaermoments)', 'Dadive (Al Dente']","(46.5259346, 6.635055200000001)"
493,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",306285.0,52'0oo Beats with Robert James,2011-11-05,"['Chris Bailley', 'Mat Kay ', 'Robert James']","(46.5259346, 6.635055200000001)"
494,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",304429.0,"52'Ooo Beats with Valentino, La Fée Verte, Max Nero",2011-10-29,"['22:00 - 00:30 Max Nero (Krystal Event)', '00:30 - 02:30 La Fée Verte (Festmacher Midilux)', ""02:30 - 05:00 Valentino (Frieda's Büxe)""]","(46.5259346, 6.635055200000001)"
495,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",303235.0,52'Ooo Beats with pepperpot,2011-10-22,"['Pepperpot', 'Gepe Tuzzo', 'Fa_bien']","(46.5259346, 6.635055200000001)"
496,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",300483.0,52'Ooo Beats with franco Cinelli,2011-10-15,"['22h00-00h00 Pandallougi (St Vitus)', ' LoMidHigh)', '00h00-02h00 Emmat (Minidetail)', '02h00-04h45 Franco Cinelli (Esperanza']","(46.5259346, 6.635055200000001)"
497,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",297917.0,52'Ooo Beats with Pasci,2011-10-08,"['02h30 - 05h00 Pasci (Zü)', '00h30 - 02h30 D-andy & T-rony (Vd)', '22h00 - 00h30 Mia Kaltes (Be)']","(46.5259346, 6.635055200000001)"
498,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",294807.0,25.Ooo Beats with bruno Pronsato - Live,2011-10-01,"['03h00-04h45 Jacqui', '01h00-03h00 Bruno Pronsato  (live)', '22h00-01h00 Felipe Acevedo ']","(46.5259346, 6.635055200000001)"
499,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",259392.0,Chocolate Festival,2011-06-18,"[' Hive Audio', 'Benja (Hive Audio', ' ZH)', 'Reto Ardour (Hive Audio', 'Hive Audio showcase with : ', 'Animal Trainer (Poker Flat']","(46.5259346, 6.635055200000001)"
500,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",260666.0,Get Down Monsters,2011-05-27,"['DIRTYMADSOUND ', 'GOLD HANGOVER ', 'SHAKE IT MASCHINE & MR. PIGMAN', 'Cosmic Bastards']","(46.5259346, 6.635055200000001)"
501,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",259154.0,D3 Afterhours,2011-05-21,['Dyson_c'],"(46.5259346, 6.635055200000001)"
502,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",226045.0,Honey Party,2011-01-27,"['', 'Raphael Prest', 'Luca Albano', '- Warm up -']","(46.5259346, 6.635055200000001)"
503,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",201080.0,"Chapelier Fou, Masomenos Et Sam K",2010-10-18,"['Chapelier fou', ' Masomenos', ' Sam Ka']","(46.5259346, 6.635055200000001)"
504,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",196663.0,Sexy House Session,2010-10-02,"['YANN STUCKI', 'G!L Everest']","(46.5259346, 6.635055200000001)"
505,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",221544.0,Lausanne Calling Afterhour,2010-05-15,"['Groove', 'Wayne Harber ', 'Marcus Werany', 'Lil Fry ']","(46.5259346, 6.635055200000001)"
506,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",147429.0,Bass From The East / Supalame's Drum & Bass,2010-02-27,"['', 'Pryus & Psyon (NinjaBreakz / HU)', ""Drum'n'Bass / Breaks"", 'TAZ (Bass4Unity / CH)', 'VJs: Namo & Dr. Tintenblut', 'Le Spectre (SupaLame / CH)', 'MC Stone (Neurocide / CH)']","(46.5259346, 6.635055200000001)"
507,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",129774.0,Chicks On Breaks - Supalame's Drum & Bass,2009-12-05,"['', 'DJ Fever (Feeling&Sound)', 'Honeya', 'VJs: Namo & Dr. Tintenblut', 'Le Spectre (Bass4Unity)', 'TAZ (Bass4Unity)', 'MC Yasmine']","(46.5259346, 6.635055200000001)"
508,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",113347.0,Chicaboom! feat. Ast & Jacqui,2009-09-19,"['Ast (Mischpult - Zirich)', ' Harry Klein- Lausanne)', 'Jacqui (MiniShake']","(46.5259346, 6.635055200000001)"
509,20707.0, Sidewalk Café & Vinyl Club,"Place du Tunnel 9; 1005, Lausanne",82626.0,Hospital,2009-02-28,"['03:00-05:00 : Limic -aka Lio M-', '23h-05h00', '23:00-01:00 : Pedro Andrade', ' Entrée 10.-', '00:01-03:00 : Bjorn Born -DJ- (Poor Records) Genève']","(46.5259346, 6.635055200000001)"
510,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",545639.0,Marek Hemmann - Bittersweet Album Tour,2014-04-05,"['Tom Bosson', 'Dejan (Cityfox)', 'Marek Hemmann  (live) (Freude am Tanzen)']","(47.3754824, 8.527481600000002)"
511,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",523632.0,Trentemøller,2013-11-15,['Trentemoller'],"(47.3754824, 8.527481600000002)"
512,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",252933.0,Supermartxe Wolrd Tour 2011,2011-06-10,"['', 'TITTO LA ROCKA', 'Juanjo Martin', 'NICOLA SIMIONATO', 'DAVID JIMEZ', 'VOCAL LIVE:', 'PERFORMANCE: YUNELLESKA', 'CHOREGRAPHY: ANDRE MINKUS', 'MARCO NAVARRO', 'SPECIAL VOICE:', 'ARCHIMEDE', ' SPECIAL GUEST: SHOW GIRLS VERNICE', 'ANGY DEE', 'MISS VIVIAN KANT', 'PAOLO BARDELLI', ' NEW YORK', 'SPECIAL GUEST DJS:', ' NALAYA BROWN']","(47.3754824, 8.527481600000002)"
513,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",216609.0,Soulwaxmas presents 2 Many Djs & Soulwax,2010-12-22,"[' Mixhell', ' Zongamin', ' Erol Alkan', ' Paul Chambers', ' Soulwax', '2 Many DJs', ' Goose']","(47.3754824, 8.527481600000002)"
514,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",127326.0,Air,2010-02-03,['Air'],"(47.3754824, 8.527481600000002)"
515,21639.0, Volkshaus Zürich,"Stauffacherstrasse 60; 8004, Zürich",118938.0,New Year's Eve,2009-12-31,['TBA'],"(47.3754824, 8.527481600000002)"
516,22400.0, Freundeskreis,"Löwengraben 18; 6004, Luzern",188736.0,1 Jahr Freundeskreis,2010-09-03,"[' Ramin', ' Aulay Fou', 'Channel X']","(47.0528155, 8.304145799999997)"
517,22400.0, Freundeskreis,"Löwengraben 18; 6004, Luzern",158837.0,Ondrej & Dread J,2010-04-09,"['Dread J', 'Ondrej']","(47.0528155, 8.304145799999997)"
518,22400.0, Freundeskreis,"Löwengraben 18; 6004, Luzern",139485.0,Dualism,2010-03-18,['Dualism'],"(47.0528155, 8.304145799999997)"
519,22400.0, Freundeskreis,"Löwengraben 18; 6004, Luzern",139669.0,Göndmolchliab prod. with Simon S and Philipp Aregger,2010-01-14,"['Simon S', ' Philipp Aregger']","(47.0528155, 8.304145799999997)"
520,22400.0, Freundeskreis,"Löwengraben 18; 6004, Luzern",123492.0,1st Friday Night By Black & Yellow,2009-11-06,"['DJ Dubstep', ' Dread J']","(47.0528155, 8.304145799999997)"
521,22752.0, Epsylon Club,"Avenue du Général-Guisan 30; 1800, Vevey",215946.0,The Cruzaders,2011-02-26,['The Cruzaders'],"(46.4648862, 6.839449200000001)"
522,22752.0, Epsylon Club,"Avenue du Général-Guisan 30; 1800, Vevey",167011.0,The Cruzaders,2010-10-30,['The Cruzaders'],"(46.4648862, 6.839449200000001)"
523,22752.0, Epsylon Club,"Avenue du Général-Guisan 30; 1800, Vevey",139033.0,The Cruzaders At Epsylon Club,2010-04-03,['The Cruzaders'],"(46.4648862, 6.839449200000001)"
524,22752.0, Epsylon Club,"Avenue du Général-Guisan 30; 1800, Vevey",125546.0,The Cruzaders At Epsylon Club (Vevey - Ch),2010-01-09,['The Cruzaders'],"(46.4648862, 6.839449200000001)"
